sheet,section,variable_name,label,field_type,values,value_label,instrument,search_text
2.3. Post-COVID Screening,Algemene vragen over levensstijl,cageaid02_1,Hebben mensen u geïrriteerd doordat ze kritiek hadden op uw alcoholgebruik of drugsgebruik?,radio,"0,
1","Nee,
Ja",CAGE-AID,"2.3. Post-COVID Screening | Algemene vragen over levensstijl | CAGE-AID | cageaid02_1 | Hebben mensen u geïrriteerd doordat ze kritiek hadden op uw alcoholgebruik of drugsgebruik? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene vragen over levensstijl,cageaid03_1,Heeft u zich ooit slecht of schuldig gevoeld over uw alcoholgebruik of drugsgebruik?,radio,"0,
1","Nee,
Ja",CAGE-AID,"2.3. Post-COVID Screening | Algemene vragen over levensstijl | CAGE-AID | cageaid03_1 | Heeft u zich ooit slecht of schuldig gevoeld over uw alcoholgebruik of drugsgebruik? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene vragen over levensstijl,cageaid04_1,Heeft u ooit 's ochtends meteen alcohol gedronken of drugs gebruikt om uw zenuwen te kalmeren of een kater kwijt te raken?,radio,"0,
1","Nee,
Ja",CAGE-AID,"2.3. Post-COVID Screening | Algemene vragen over levensstijl | CAGE-AID | cageaid04_1 | Heeft u ooit 's ochtends meteen alcohol gedronken of drugs gebruikt om uw zenuwen te kalmeren of een kater kwijt te raken? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Algemene vragen over levensstijl,calccageaid_1,Does participant meet criteria for possible substance abuse?,calculation,,,CAGE-AID,2.3. Post-COVID Screening | Algemene vragen over levensstijl | CAGE-AID | calccageaid_1 | Does participant meet criteria for possible substance abuse? | calculation |  | 
2.3. Post-COVID Screening,Demografische kenmerken,onbehalf_2,Vult u deze informatie in voor uzelf of namens iemand anders?,radio,"0,
1","Voor mijzelf,
Namens iemand anders",,"2.3. Post-COVID Screening | Demografische kenmerken |  | onbehalf_2 | Vult u deze informatie in voor uzelf of namens iemand anders? | radio | 0,
1 | Voor mijzelf,
Namens iemand anders"
2.3. Post-COVID Screening,Demografische kenmerken,onbehalf_who_2,Wat is uw relatie tot de persoon namens wie u informatie verstrekt?,radio,"1,
2,
3,
4,
5,
6,
7,
8","Ouder of wettelijke voogd,
Kind,
Broer / Zus,
Partner,
Ander familielid,
Vriend,
Hulpverlener (geen familierelatie),
Anders",,"2.3. Post-COVID Screening | Demografische kenmerken |  | onbehalf_who_2 | Wat is uw relatie tot de persoon namens wie u informatie verstrekt? | radio | 1,
2,
3,
4,
5,
6,
7,
8 | Ouder of wettelijke voogd,
Kind,
Broer / Zus,
Partner,
Ander familielid,
Vriend,
Hulpverlener (geen familierelatie),
Anders"
2.3. Post-COVID Screening,Demografische kenmerken,onbehalf_who_t_2,Hoe zijn jullie verwant?,string,,,,2.3. Post-COVID Screening | Demografische kenmerken |  | onbehalf_who_t_2 | Hoe zijn jullie verwant? | string |  | 
2.3. Post-COVID Screening,Demografische kenmerken,sex_2,Wat was uw geslacht bij geboorte?,radio,"0,
1,
2","Man,
Vrouw,
Intersekse",,"2.3. Post-COVID Screening | Demografische kenmerken |  | sex_2 | Wat was uw geslacht bij geboorte? | radio | 0,
1,
2 | Man,
Vrouw,
Intersekse"
2.3. Post-COVID Screening,Demografische kenmerken,necessary_to_ask_pregnancy_and_breast_feeding_2,Is it necessary to ask pregnancy and breast feeding question?,calculation,,,,2.3. Post-COVID Screening | Demografische kenmerken |  | necessary_to_ask_pregnancy_and_breast_feeding_2 | Is it necessary to ask pregnancy and breast feeding question? | calculation |  | 
2.3. Post-COVID Screening,Demografische kenmerken,pregbrstfeed_2,Bent u in de afgelopen 12 maanden zwanger geweest of heeft u borstvoeding gegeven?,radio,"0,
1","Nee,
Ja",,"2.3. Post-COVID Screening | Demografische kenmerken |  | pregbrstfeed_2 | Bent u in de afgelopen 12 maanden zwanger geweest of heeft u borstvoeding gegeven? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Einde van de screening,Eligibility_post_covid,Eligibility,calculation,,,,2.3. Post-COVID Screening | Einde van de screening |  | Eligibility_post_covid | Eligibility | calculation |  | 
2.3. Post-COVID Screening,Einde van de screening,complete_ineligible_2,Heeft u alle velden volledig en naar waarheid ingevuld?,checkbox,1,Ja,,2.3. Post-COVID Screening | Einde van de screening |  | complete_ineligible_2 | Heeft u alle velden volledig en naar waarheid ingevuld? | checkbox | 1 | Ja
2.3. Post-COVID Screening,Einde van de screening,complete_eligible_2,Heeft u alle velden volledig en naar waarheid ingevuld?,checkbox,1,Ja,,2.3. Post-COVID Screening | Einde van de screening |  | complete_eligible_2 | Heeft u alle velden volledig en naar waarheid ingevuld? | checkbox | 1 | Ja
2.3. Post-COVID Screening,Einde van de screening,complete_later_2,Heeft u alle velden volledig en naar waarheid ingevuld?,checkbox,1,Ja,,2.3. Post-COVID Screening | Einde van de screening |  | complete_later_2 | Heeft u alle velden volledig en naar waarheid ingevuld? | checkbox | 1 | Ja
2.3. Post-COVID Screening,Einde van de screening,complete_followup_2,Heeft u alle velden volledig en naar waarheid ingevuld?,checkbox,1,Ja,,2.3. Post-COVID Screening | Einde van de screening |  | complete_followup_2 | Heeft u alle velden volledig en naar waarheid ingevuld? | checkbox | 1 | Ja
2.3. Post-COVID Screening,Mobiliteit,kps_normalactivity_2,"Bent u in staat om werk of alledaagse activiteiten (zoals boodschappen, huishouden en sociale activiteiten) uit te voeren zonder dat uw gezondheid u beperkt?",radio,"0,
1","Nee,
Ja",Karnofsky,"2.3. Post-COVID Screening | Mobiliteit | Karnofsky | kps_normalactivity_2 | Bent u in staat om werk of alledaagse activiteiten (zoals boodschappen, huishouden en sociale activiteiten) uit te voeren zonder dat uw gezondheid u beperkt? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Mobiliteit,kps_ambulatory_2,Bent u in staat meer dan de helft (50%) van de tijd dat u wakker bent zelfstandig rond te lopen?,radio,"0,
1","Nee,
Ja",Karnofsky,"2.3. Post-COVID Screening | Mobiliteit | Karnofsky | kps_ambulatory_2 | Bent u in staat meer dan de helft (50%) van de tijd dat u wakker bent zelfstandig rond te lopen? | radio | 0,
1 | Nee,
Ja"
2.3. Post-COVID Screening,Mobiliteit,calckps01_2,KPS Dependency,calculation,,,Karnofsky,2.3. Post-COVID Screening | Mobiliteit | Karnofsky | calckps01_2 | KPS Dependency | calculation |  | 
2.3. Post-COVID Screening,Mobiliteit,kps_assistance_2,"Heeft u hulp nodig bij het verzorgen, eten of andere alledaagse activiteiten?",radio,"0,
1,
2","Geen hulp nodig (dat wil zeggen, u kunt voor uzelf zorgen, maar u kunt geen normale activiteiten uitvoeren of actief werken),
Af en toe hulp nodig (dat wil zeggen, u heeft af en toe hulp nodig, maar kunt voor het grootste deel zelf voor uw persoonlijke behoeften zorgen),
Aanzienlijke hulp nodig (dat wil zeggen, u heeft aanzienlijke hulp en regelmatige medische zorg nodig)",Karnofsky,"2.3. Post-COVID Screening | Mobiliteit | Karnofsky | kps_assistance_2 | Heeft u hulp nodig bij het verzorgen, eten of andere alledaagse activiteiten? | radio | 0,
1,
2 | Geen hulp nodig (dat wil zeggen, u kunt voor uzelf zorgen, maar u kunt geen normale activiteiten uitvoeren of actief werken),
Af en toe hulp nodig (dat wil zeggen, u heeft af en toe hulp nodig, maar kunt voor het grootste deel zelf voor uw persoonlijke behoeften zorgen),
Aanzienlijke hulp nodig (dat wil zeggen, u heeft aanzienlijke hulp en regelmatige medische zorg nodig)"
2.3. Post-COVID Screening,Mobiliteit,kps_walk_2,Hoeveel tijd per dag brengt u door in een stoel en/of bed?,radio,"1,
2,
3,
4","In een bed of stoel tussen 50% en 90% van de wakkere uren,
In een bed of stoel meer dan 90% van de wakkere uren, maar niet volledig bedlegerig,
Volledig bedlegerig en afhankelijk van uitgebreide verpleging door professionals en/of familie,
Volledig bedlegerig en comateus of nauwelijks op te wekken",Karnofsky,"2.3. Post-COVID Screening | Mobiliteit | Karnofsky | kps_walk_2 | Hoeveel tijd per dag brengt u door in een stoel en/of bed? | radio | 1,
2,
3,
4 | In een bed of stoel tussen 50% en 90% van de wakkere uren,
In een bed of stoel meer dan 90% van de wakkere uren, maar niet volledig bedlegerig,
Volledig bedlegerig en afhankelijk van uitgebreide verpleging door professionals en/of familie,
Volledig bedlegerig en comateus of nauwelijks op te wekken"
2.3. Post-COVID Screening,Mobiliteit,calckps_2,Karnofsky Performance Scale,calculation,,,Karnofsky,2.3. Post-COVID Screening | Mobiliteit | Karnofsky | calckps_2 | Karnofsky Performance Scale | calculation |  | 
2.3. Post-COVID Screening,Mobiliteit,calckpsseverity_2,"KPS Severity Categories: 1=Severe, 2=Moderate, 3=Mild",calculation,,,Karnofsky,"2.3. Post-COVID Screening | Mobiliteit | Karnofsky | calckpsseverity_2 | KPS Severity Categories: 1=Severe, 2=Moderate, 3=Mild | calculation |  | "
2.3. Post-COVID Screening,Nederland en Leeftijd,residence_1,In welk land woont u?,radio,"1,
2","Nederland,
Anders",,"2.3. Post-COVID Screening | Nederland en Leeftijd |  | residence_1 | In welk land woont u? | radio | 1,
2 | Nederland,
Anders"
2.3. Post-COVID Screening,Nederland en Leeftijd,dob_2,Wat is uw geboortedatum?,date,,,,2.3. Post-COVID Screening | Nederland en Leeftijd |  | dob_2 | Wat is uw geboortedatum? | date |  | 
2.3. Post-COVID Screening,Nederland en Leeftijd,age_2,Hoe oud bent u?,calculation,,,,2.3. Post-COVID Screening | Nederland en Leeftijd |  | age_2 | Hoe oud bent u? | calculation |  | 
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_fatigue_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_fatigue_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_fatigue_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_fatigue_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_soreness_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_soreness_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_soreness_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_soreness_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_minexercise_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_minexercise_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_minexercise_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_minexercise_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_unrefreshed_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_unrefreshed_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_unrefreshed_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_unrefreshed_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_pain_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_pain_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_pain_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_pain_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_bloating_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_bloating_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_bloating_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_bloating_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_memory_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_memory_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_memory_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_memory_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_attention_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_attention_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_attention_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_attention_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_ibs_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_ibs_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_ibs_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_ibs_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_unsteady_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_unsteady_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_unsteady_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_unsteady_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_coldlimbs_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_coldlimbs_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_coldlimbs_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_coldlimbs_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_hotcold_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_hotcold_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_hotcold_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_hotcold_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_flu_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_flu_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_flu_sev_2,Ernst:,radio,"1,
2,
3,
4","Mild,
Matig,
Ernstig,
Zeer ernstig",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_flu_sev_2 | Ernst: | radio | 1,
2,
3,
4 | Mild,
Matig,
Ernstig,
Zeer ernstig"
2.3. Post-COVID Screening,Symptomen: frequentie en ernst,dsq_sensitivities_freq_2,Frequentie:,radio,"0,
1,
2,
3,
4","Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd",DSQ-SF,"2.3. Post-COVID Screening | Symptomen: frequentie en ernst | DSQ-SF | dsq_sensitivities_freq_2 | Frequentie: | radio | 0,
1,
2,
3,
4 | Nooit,
Soms,
Ongeveer de helft van de tijd,
Meestal,
Altijd"
